RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2022-03-31,2022-05-31,2023-02-28
394955,463,"Palatka, FL",Msa,FL,2022-02-28,2.3,6.6,21.1
395085,464,"Seneca, SC",Msa,SC,2022-02-28,2.3,7.0,20.3
394884,465,"Mount Airy, NC",Msa,NC,2022-02-28,3.6,7.2,17.6
753881,466,"Glenwood Springs, CO",Msa,CO,2022-02-28,1.1,5.2,18.9
394744,467,"Key West, FL",Msa,FL,2022-02-28,1.9,7.4,21.7
394298,468,"Aberdeen, WA",Msa,WA,2022-02-28,2.4,7.6,26.2
394626,469,"Gallup, NM",Msa,NM,2022-02-28,3.1,6.7,16.7
394994,470,"Port Angeles, WA",Msa,WA,2022-02-28,1.9,6.4,22.6
753883,471,"Greenfield Town, MA",Msa,MA,2022-02-28,1.4,5.1,15.1
394897,473,"Muskogee, OK",Msa,OK,2022-02-28,2.8,5.9,15.0
394614,474,"Frankfort, KY",Msa,KY,2022-02-28,1.2,4.6,14.4
394950,475,"Owosso, MI",Msa,MI,2022-02-28,0.8,4.2,15.0
394885,476,"Mount Pleasant, MI",Msa,MI,2022-02-28,0.3,2.9,13.7
395126,477,"Statesboro, GA",Msa,GA,2022-02-28,3.8,8.1,17.6
394826,478,"Marion, IN",Msa,IN,2022-02-28,2.7,6.8,18.0
395132,479,"Stevens Point, WI",Msa,WI,2022-02-28,0.6,3.5,13.7
394866,480,"Minot, ND",Msa,ND,2022-02-28,,-4.6,-0.6
395088,481,"Shawnee, OK",Msa,OK,2022-02-28,1.9,5.9,16.3
394922,482,"North Wilkesboro, NC",Msa,NC,2022-02-28,3.4,7.1,19.7
395021,483,"Richmond, IN",Msa,IN,2022-02-28,1.0,4.5,13.3
394647,484,"Greeneville, TN",Msa,TN,2022-02-28,5.2,12.4,32.3
394836,485,"Martinsville, VA",Msa,VA,2022-02-28,0.8,3.7,12.1
394600,486,"Forest City, NC",Msa,NC,2022-02-28,1.5,5.0,16.6
394764,487,"Lake City, FL",Msa,FL,2022-02-28,2.2,8.9,22.0
394736,488,"Kapaa, HI",Msa,HI,2022-02-28,2.7,8.2,21.8
394829,489,"Marquette, MI",Msa,MI,2022-02-28,0.3,2.8,12.8
394762,490,"LaGrange, GA",Msa,GA,2022-02-28,1.1,7.0,19.4
394827,491,"Marion, OH",Msa,OH,2022-02-28,0.9,4.1,14.3
394877,492,"Morehead City, NC",Msa,NC,2022-02-28,2.0,6.8,19.9
394752,493,"Klamath Falls, OR",Msa,OR,2022-02-28,2.1,7.6,19.6
394825,494,"Marinette, WI",Msa,WI,2022-02-28,0.3,3.1,12.9
395040,495,"Roswell, NM",Msa,NM,2022-02-28,2.8,6.2,17.5
394832,496,"Marshall, TX",Msa,TX,2022-02-28,2.7,5.9,13.9
394587,497,"Farmington, MO",Msa,MO,2022-02-28,2.4,7.3,19.5
394456,498,"Charleston, IL",Msa,IL,2022-02-28,1.6,3.5,10.8
394343,499,"Athens, OH",Msa,OH,2022-02-28,0.6,3.4,13.2
394683,500,"Hobbs, NM",Msa,NM,2022-02-28,3.3,7.6,18.2
394472,501,"Clearlake, CA",Msa,CA,2022-02-28,1.2,4.6,15.4
394899,502,"Nacogdoches, TX",Msa,TX,2022-02-28,2.9,6.1,15.1
394701,503,"Hutchinson, KS",Msa,KS,2022-02-28,0.6,3.1,11.6
394586,504,"Faribault, MN",Msa,MN,2022-02-28,0.8,4.8,15.8
394562,505,"Elizabeth City, NC",Msa,NC,2022-02-28,3.3,6.7,16.7
753891,506,"Ionia, MI",Msa,MI,2022-02-28,1.0,4.5,18.1
394305,507,"Alamogordo, NM",Msa,NM,2022-02-28,3.0,6.6,17.3
395016,508,"Red Bluff, CA",Msa,CA,2022-02-28,1.6,6.4,17.6
394693,509,"Hudson, NY",Msa,NY,2022-02-28,1.5,4.9,16.6
395105,510,"Somerset, KY",Msa,KY,2022-02-28,1.0,4.4,14.8
394496,511,"Coos Bay, OR",Msa,OR,2022-02-28,1.7,6.4,20.6
395199,512,"Walla Walla, WA",Msa,WA,2022-02-28,2.9,8.7,24.9
395071,513,"Sayre, PA",Msa,PA,2022-02-28,1.9,4.9,14.2
394939,514,"Oneonta, NY",Msa,NY,2022-02-28,2.3,5.0,14.7
394605,515,"Fort Madison, IA",Msa,IA,2022-02-28,1.0,4.0,12.0
394360,516,"Baraboo, WI",Msa,WI,2022-02-28,1.0,4.1,15.3
753903,517,"Marietta, OH",Msa,OH,2022-02-28,0.8,3.8,14.4
395049,518,"Salina, KS",Msa,KS,2022-02-28,0.5,3.1,12.6
395044,519,"Rutland, VT",Msa,VT,2022-02-28,1.3,4.8,14.1
753866,520,"Big Stone Gap, VA",Msa,VA,2022-02-28,1.0,4.0,11.6
395136,521,"Sturgis, MI",Msa,MI,2022-02-28,2.1,6.2,18.7
395024,522,"Rio Grande City, TX",Msa,TX,2022-02-28,3.6,6.7,15.8
394618,523,"Fremont, OH",Msa,OH,2022-02-28,0.9,3.9,13.9
394889,524,"Mount Vernon, OH",Msa,OH,2022-02-28,1.0,4.6,17.1
394787,525,"Lewiston, ID",Msa,ID,2022-02-28,2.9,6.1,18.5
395092,526,"Shelton, WA",Msa,WA,2022-02-28,-0.1,3.3,19.1
394309,527,"Albemarle, NC",Msa,NC,2022-02-28,1.7,5.3,16.9
394570,528,"Enid, OK",Msa,OK,2022-02-28,0.9,3.3,10.8
753893,529,"Jefferson, GA",Msa,GA,2022-02-28,2.4,8.5,25.7
394629,530,"Georgetown, SC",Msa,SC,2022-02-28,1.8,7.0,20.8
394759,531,"Laconia, NH",Msa,NH,2022-02-28,1.5,6.0,20.0
394365,532,"Batavia, NY",Msa,NY,2022-02-28,1.5,4.5,15.5
753910,533,"Oxford, NC",Msa,NC,2022-02-28,2.1,7.6,24.8
394490,534,"Columbus, MS",Msa,MS,2022-02-28,1.5,5.6,14.8
394923,535,"Norwalk, OH",Msa,OH,2022-02-28,1.0,3.9,13.7
394362,536,"Barre, VT",Msa,VT,2022-02-28,2.2,7.6,20.8
394750,537,"Kinston, NC",Msa,NC,2022-02-28,3.7,7.3,18.4
395131,538,"Sterling, IL",Msa,IL,2022-02-28,1.0,4.0,11.6
394956,539,"Palestine, TX",Msa,TX,2022-02-28,3.3,6.7,15.8
394540,540,"Dublin, GA",Msa,GA,2022-02-28,3.6,7.7,18.8
395189,541,"Vicksburg, MS",Msa,MS,2022-02-28,1.2,4.6,12.9
394989,542,"Point Pleasant, WV",Msa,WV,2022-02-28,2.6,5.9,16.1
395063,543,"Sanford, NC",Msa,NC,2022-02-28,5.4,9.3,23.0
394591,544,"Fergus Falls, MN",Msa,MN,2022-02-28,0.3,2.8,12.7
395157,545,"Tiffin, OH",Msa,OH,2022-02-28,0.7,3.8,14.2
394582,546,"Fairmont, WV",Msa,WV,2022-02-28,3.0,6.4,16.0
394509,547,"Crossville, TN",Msa,TN,2022-02-28,2.9,8.3,24.5
394977,548,"Picayune, MS",Msa,MS,2022-02-28,2.8,6.1,14.9
394634,549,"Gloversville, NY",Msa,NY,2022-02-28,1.5,5.4,17.3
753920,550,"Sonora, CA",Msa,CA,2022-02-28,2.7,8.3,19.0
394621,551,"Gaffney, SC",Msa,SC,2022-02-28,1.0,3.8,13.8
394444,552,"Carson City, NV",Msa,NV,2022-02-28,1.3,6.1,21.9
394432,553,"Calhoun, GA",Msa,GA,2022-02-28,3.9,8.4,20.4
394861,554,"Milledgeville, GA",Msa,GA,2022-02-28,3.6,7.8,18.6
395216,555,"Waycross, GA",Msa,GA,2022-02-28,3.5,7.7,19.2
394933,556,"Oil City, PA",Msa,PA,2022-02-28,2.0,4.8,15.0
394721,557,"Jasper, IN",Msa,IN,2022-02-28,1.0,4.4,15.4
394878,558,"Morgan City, LA",Msa,LA,2022-02-28,1.3,4.2,10.2
394551,559,"Eagle Pass, TX",Msa,TX,2022-02-28,3.0,6.4,15.7
394940,560,"Ontario, OR",Msa,OR,2022-02-28,2.8,6.2,20.7
394967,562,"Payson, AZ",Msa,AZ,2022-02-28,3.5,8.7,24.5
394844,563,"McComb, MS",Msa,MS,2022-02-28,1.4,5.0,13.5
395029,564,"Rochelle, IL",Msa,IL,2022-02-28,0.8,4.1,13.7
395073,565,"Scottsboro, AL",Msa,AL,2022-02-28,3.2,7.1,17.1
394517,566,"Danville, KY",Msa,KY,2022-02-28,1.1,4.4,14.0
394339,567,"Ashland, OH",Msa,OH,2022-02-28,0.8,3.9,14.4
394903,568,"Natchez, MS",Msa,MS,2022-02-28,1.4,5.0,11.8
394652,569,"Greenville, OH",Msa,OH,2022-02-28,0.8,3.7,13.1
394625,570,"Galesburg, IL",Msa,IL,2022-02-28,1.1,4.1,12.0
395204,571,"Warrensburg, MO",Msa,MO,2022-02-28,1.2,4.9,17.8
394737,572,"Kearney, NE",Msa,NE,2022-02-28,0.7,3.8,14.4
394608,573,"Fort Polk South, LA",Msa,LA,2022-02-28,1.1,4.0,10.3
394604,574,"Fort Leonard Wood, MO",Msa,MO,2022-02-28,1.1,3.5,9.8
394632,575,"Glasgow, KY",Msa,KY,2022-02-28,1.3,5.0,15.3
394344,576,"Athens, TN",Msa,TN,2022-02-28,2.5,6.5,17.4
394556,577,"Edwards, CO",Msa,CO,2022-02-28,3.8,11.4,27.0
394592,578,"Fernley, NV",Msa,NV,2022-02-28,1.3,5.6,20.6
394838,579,"Mason City, IA",Msa,IA,2022-02-28,0.7,3.6,12.5
394819,580,"Malone, NY",Msa,NY,2022-02-28,2.2,5.1,15.1
395234,581,"Winona, MN",Msa,MN,2022-02-28,0.8,4.0,13.9
394547,582,"Durango, CO",Msa,CO,2022-02-28,2.2,8.1,21.7
394985,583,"Platteville, WI",Msa,WI,2022-02-28,0.6,3.5,13.5
394650,584,"Greenville, MS",Msa,MS,2022-02-28,,,-2.1
394402,585,"Boone, NC",Msa,NC,2022-02-28,2.1,8.7,24.3
394363,586,"Bartlesville, OK",Msa,OK,2022-02-28,1.5,5.2,15.0
394717,587,"Jacksonville, TX",Msa,TX,2022-02-28,2.7,6.0,16.2
394566,588,"Elko, NV",Msa,NV,2022-02-28,3.1,6.1,12.9
395020,589,"Rexburg, ID",Msa,ID,2022-02-28,3.6,7.5,21.7
395122,590,"St. Marys, GA",Msa,GA,2022-02-28,1.9,6.2,16.8
753911,591,"Ozark, AL",Msa,AL,2022-02-28,3.1,7.1,17.1
394326,592,"Amsterdam, NY",Msa,NY,2022-02-28,2.3,5.3,15.6
394571,593,"Enterprise, AL",Msa,AL,2022-02-28,1.1,4.3,13.3
394963,594,"Paris, TX",Msa,TX,2022-02-28,3.4,6.9,18.1
394742,595,"Kerrville, TX",Msa,TX,2022-02-28,1.3,4.4,12.3
394906,596,"New Castle, IN",Msa,IN,2022-02-28,0.9,4.3,15.6
395097,597,"Sidney, OH",Msa,OH,2022-02-28,0.8,3.9,14.5
394504,598,"Cortland, NY",Msa,NY,2022-02-28,2.2,4.9,14.6
394477,599,"Clinton, IA",Msa,IA,2022-02-28,1.0,3.1,7.3
394527,600,"Del Rio, TX",Msa,TX,2022-02-28,3.0,6.6,16.1
394478,601,"Clovis, NM",Msa,NM,2022-02-28,3.1,6.3,16.1
394919,602,"Norfolk, NE",Msa,NE,2022-02-28,0.7,3.9,14.5
395208,603,"Washington, NC",Msa,NC,2022-02-28,3.8,7.4,18.2
394503,604,"Corsicana, TX",Msa,TX,2022-02-28,3.1,6.9,17.0
394616,605,"Freeport, IL",Msa,IL,2022-02-28,1.1,4.2,12.7
395124,606,"Starkville, MS",Msa,MS,2022-02-28,2.8,6.2,13.5
394427,607,"Burlington, IA",Msa,IA,2022-02-28,0.8,3.7,11.2
394431,608,"Cadillac, MI",Msa,MI,2022-02-28,0.5,3.4,14.8
394336,609,"Ardmore, OK",Msa,OK,2022-02-28,2.7,5.9,15.3
394739,610,"Kendallville, IN",Msa,IN,2022-02-28,1.3,4.9,16.5
394918,611,"Nogales, AZ",Msa,AZ,2022-02-28,3.5,6.5,19.5
394951,612,"Oxford, MS",Msa,MS,2022-02-28,2.9,6.5,15.4
394398,613,"Bogalusa, LA",Msa,LA,2022-02-28,1.0,4.0,11.7
394987,614,"Plymouth, IN",Msa,IN,2022-02-28,1.2,4.5,14.6
394628,615,"Gardnerville Ranchos, NV",Msa,NV,2022-02-28,2.0,6.8,21.7
395144,616,"Tahlequah, OK",Msa,OK,2022-02-28,3.1,6.6,17.0
394817,617,"Madisonville, KY",Msa,KY,2022-02-28,1.0,4.0,13.7
394437,618,"Cañon City, CO",Msa,CO,2022-02-28,1.5,5.9,19.8
395043,619,"Ruston, LA",Msa,LA,2022-02-28,1.0,4.1,12.3
753889,620,"Hillsdale, MI",Msa,MI,2022-02-28,0.4,3.0,13.8
394789,621,"Lewistown, PA",Msa,PA,2022-02-28,2.1,5.1,15.6
395034,622,"Rockingham, NC",Msa,NC,2022-02-28,3.6,7.4,18.4
394990,623,"Ponca City, OK",Msa,OK,2022-02-28,2.8,5.4,14.3
394397,624,"Blytheville, AR",Msa,AR,2022-02-28,1.0,4.5,14.0
395017,625,"Red Wing, MN",Msa,MN,2022-02-28,1.0,4.4,14.8
753918,626,"Shawano, WI",Msa,WI,2022-02-28,0.5,3.5,13.7
394446,627,"Cedar City, UT",Msa,UT,2022-02-28,0.8,4.1,18.4
394375,628,"Bedford, IN",Msa,IN,2022-02-28,1.3,4.7,16.4
394631,629,"Gillette, WY",Msa,WY,2022-02-28,2.6,5.3,13.0
753905,630,"Newport, OR",Msa,OR,2022-02-28,1.8,6.6,21.3
395201,631,"Wapakoneta, OH",Msa,OH,2022-02-28,0.8,4.0,14.6
394695,632,"Huntingdon, PA",Msa,PA,2022-02-28,2.1,5.0,14.8
394377,633,"Bellefontaine, OH",Msa,OH,2022-02-28,0.9,4.1,14.6
394842,634,"McAlester, OK",Msa,OK,2022-02-28,2.9,6.0,15.5
394391,635,"Blackfoot, ID",Msa,ID,2022-02-28,3.4,7.3,22.1
394883,636,"Moultrie, GA",Msa,GA,2022-02-28,3.4,7.4,18.4
394677,637,"Henderson, NC",Msa,NC,2022-02-28,2.5,5.1,16.3
394482,638,"Coldwater, MI",Msa,MI,2022-02-28,0.4,3.1,14.2
394667,639,"Harrison, AR",Msa,AR,2022-02-28,3.0,7.0,17.5
395037,640,"Rolla, MO",Msa,MO,2022-02-28,1.3,4.7,14.8
395091,641,"Shelbyville, TN",Msa,TN,2022-02-28,4.0,9.6,28.9
394545,643,"Duncan, OK",Msa,OK,2022-02-28,2.6,5.4,14.2
753904,644,"Marion, NC",Msa,NC,2022-02-28,2.7,5.8,17.3
394785,645,"Lewisburg, PA",Msa,PA,2022-02-28,2.1,5.2,15.1
395008,646,"Pullman, WA",Msa,WA,2022-02-28,0.6,3.4,15.2
395155,647,"Thomasville, GA",Msa,GA,2022-02-28,3.4,7.4,17.4
394379,648,"Bemidji, MN",Msa,MN,2022-02-28,0.4,2.9,12.6
394887,649,"Mount Sterling, KY",Msa,KY,2022-02-28,1.2,4.6,14.6
394947,650,"Ottumwa, IA",Msa,IA,2022-02-28,0.8,3.8,11.6
394954,651,"Pahrump, NV",Msa,NV,2022-02-28,2.6,8.3,23.9
394850,652,"Menomonie, WI",Msa,WI,2022-02-28,0.6,3.6,14.1
395083,653,"Selma, AL",Msa,AL,2022-02-28,2.5,5.7,14.4
395032,654,"Rock Springs, WY",Msa,WY,2022-02-28,3.1,6.4,16.3
394424,655,"Bucyrus, OH",Msa,OH,2022-02-28,0.8,3.7,13.3
394409,656,"Bradford, PA",Msa,PA,2022-02-28,2.5,5.3,14.9
753865,657,"Bardstown, KY",Msa,KY,2022-02-28,1.4,4.5,15.9
394500,658,"Cornelia, GA",Msa,GA,2022-02-28,3.5,8.1,19.9
394426,659,"Burley, ID",Msa,ID,2022-02-28,3.5,7.6,22.0
394654,660,"Greenwood, MS",Msa,MS,2022-02-28,1.1,4.4,13.5
394384,661,"Big Rapids, MI",Msa,MI,2022-02-28,0.3,2.9,13.4
394993,662,"Poplar Bluff, MO",Msa,MO,2022-02-28,1.1,4.4,12.2
394895,663,"Muscatine, IA",Msa,IA,2022-02-28,0.9,3.9,12.0
394319,664,"Alma, MI",Msa,MI,2022-02-28,0.4,3.2,13.8
394548,665,"Durant, OK",Msa,OK,2022-02-28,3.1,6.7,18.0
395087,666,"Seymour, IN",Msa,IN,2022-02-28,1.1,4.5,15.2
394538,667,"Douglas, GA",Msa,GA,2022-02-28,3.6,7.6,18.4
395228,668,"Willmar, MN",Msa,MN,2022-02-28,0.3,2.9,12.2
394349,669,"Auburn, IN",Msa,IN,2022-02-28,2.1,6.6,19.8
395081,670,"Sedalia, MO",Msa,MO,2022-02-28,1.1,5.1,16.5
394961,671,"Paragould, AR",Msa,AR,2022-02-28,3.5,7.9,19.1
395230,672,"Wilmington, OH",Msa,OH,2022-02-28,0.9,4.3,15.5
394779,673,"Lawrenceburg, TN",Msa,TN,2022-02-28,1.0,4.1,15.1
395203,674,"Warren, PA",Msa,PA,2022-02-28,0.3,3.1,12.0
394560,675,"El Dorado, AR",Msa,AR,2022-02-28,3.3,7.4,17.7
394891,677,"Mountain Home, AR",Msa,AR,2022-02-28,3.4,7.4,18.1
394448,678,"Cedartown, GA",Msa,GA,2022-02-28,4.1,8.7,21.7
753913,679,"Port Clinton, OH",Msa,OH,2022-02-28,0.8,3.9,13.4
394558,680,"El Campo, TX",Msa,TX,2022-02-28,3.1,6.8,17.3
394876,681,"Montrose, CO",Msa,CO,2022-02-28,2.0,6.5,19.2
394567,682,"Ellensburg, WA",Msa,WA,2022-02-28,2.3,7.4,22.6
394715,683,"Jacksonville, IL",Msa,IL,2022-02-28,1.0,4.0,11.5
753916,684,"Sandpoint, ID",Msa,ID,2022-02-28,3.7,7.7,22.1
394316,685,"Alice, TX",Msa,TX,2022-02-28,2.8,5.9,12.9
394449,686,"Celina, OH",Msa,OH,2022-02-28,0.9,4.0,14.9
394627,687,"Garden City, KS",Msa,KS,2022-02-28,0.5,3.1,13.4
394833,688,"Marshalltown, IA",Msa,IA,2022-02-28,0.8,3.7,11.7
394297,689,"Aberdeen, SD",Msa,SD,2022-02-28,2.9,6.4,15.3
395219,690,"West Plains, MO",Msa,MO,2022-02-28,1.2,4.6,14.8
753877,691,"Cullowhee, NC",Msa,NC,2022-02-28,-0.8,1.3,14.5
394574,692,"Espa±ola, NM",Msa,NM,2022-02-28,3.0,6.7,16.2
395026,693,"Riverton, WY",Msa,WY,2022-02-28,3.1,6.5,16.8
395158,694,"Tifton, GA",Msa,GA,2022-02-28,3.4,7.4,18.1
395178,695,"Urbana, OH",Msa,OH,2022-02-28,0.9,4.1,14.9
394434,696,"Cambridge, OH",Msa,OH,2022-02-28,0.9,4.1,14.6
394934,697,"Okeechobee, FL",Msa,FL,2022-02-28,1.8,3.5,7.5
394845,698,"McMinnville, TN",Msa,TN,2022-02-28,4.0,8.5,22.4
395082,699,"Selinsgrove, PA",Msa,PA,2022-02-28,2.2,5.3,15.5
394904,700,"Natchitoches, LA",Msa,LA,2022-02-28,0.9,4.1,11.6
394383,702,"Berlin, NH",Msa,NH,2022-02-28,1.1,4.4,15.0
394799,703,"Lock Haven, PA",Msa,PA,2022-02-28,2.0,4.9,15.3
395099,704,"Sikeston, MO",Msa,MO,2022-02-28,1.2,4.4,13.4
394354,705,"Austin, MN",Msa,MN,2022-02-28,1.2,4.7,15.7
394476,706,"Clewiston, FL",Msa,FL,2022-02-28,4.4,9.7,24.2
394981,707,"Pittsburg, KS",Msa,KS,2022-02-28,0.1,2.6,10.4
394526,708,"Defiance, OH",Msa,OH,2022-02-28,0.8,4.1,14.8
395072,709,"Scottsbluff, NE",Msa,NE,2022-02-28,0.7,3.7,12.6
394801,710,"Logansport, IN",Msa,IN,2022-02-28,1.2,4.6,15.1
394992,711,"Pontiac, IL",Msa,IL,2022-02-28,1.0,4.1,11.3
394663,712,"Hannibal, MO",Msa,MO,2022-02-28,1.2,4.6,14.7
394888,713,"Mount Vernon, IL",Msa,IL,2022-02-28,1.1,4.3,12.4
394690,714,"Houghton, MI",Msa,MI,2022-02-28,0.2,2.7,12.2
395176,715,"Union City, TN",Msa,TN,2022-02-28,3.6,7.4,17.4
395069,716,"Sault Ste. Marie, MI",Msa,MI,2022-02-28,0.5,3.7,14.2
395192,717,"Vincennes, IN",Msa,IN,2022-02-28,1.1,4.3,14.8
394624,718,"Gainesville, TX",Msa,TX,2022-02-28,3.8,7.9,19.6
394550,719,"Dyersburg, TN",Msa,TN,2022-02-28,4.0,8.2,18.4
394745,720,"Kill Devil Hills, NC",Msa,NC,2022-02-28,2.7,7.4,21.5
394507,722,"Crawfordsville, IN",Msa,IN,2022-02-28,1.1,4.6,15.9
394422,723,"Brownwood, TX",Msa,TX,2022-02-28,3.3,6.8,16.8
